complaint_text,category,department,subcategory,priority,sentiment,cleaned_text,department_encoded,category_encoded,priority_encoded,sentiment_encoded
Cannot access the shared department network drive after the latest OS patch was deployed.,Network & Connectivity,IT,Firewall Block,P1,Neutral,cannot access the shared department network drive after the latest os patch was deployed.,2,11,0,1
Need guidance on how to invite additional team members and manage role-based seat allocation.,Account Management,Customer Support,Verification,P1,Negative,need guidance on how to invite additional team members and manage role-based seat allocation.,0,1,0,0
Delivery driver refused to deliver to the 4th floor loading bay despite enterprise delivery instructions.,Delivery Delay,Logistics,Courier Exception,P3,Negative,delivery driver refused to deliver to the 4th floor loading bay despite enterprise delivery instructions.,3,6,2,0
Firewall policy is blocking outgoing HTTPS requests to required partner API endpoints.,Network & Connectivity,IT,VPN Disconnection,P2,Negative,firewall policy is blocking outgoing https requests to required partner api endpoints.,2,11,1,0
The onboarding documentation has broken links and outdated code examples that do not work with the latest SDK.,General Inquiry,Customer Support,Service Availability,P4,Neutral,the onboarding documentation has broken links and outdated code examples that do not work with the latest sdk.,0,7,3,1
Credit card transaction failed with error ERR_PAY_901 but amount was deducted immediately.,Billing,Finance,Unexpected Fee,P3,Negative,credit card transaction failed with error err_pay_901 but amount was deducted immediately.,1,2,2,0
The courier failed to show up for the scheduled return pickup window for the second consecutive time.,Delivery Delay,Logistics,Shipment Stuck In Transit,P4,Negative,the courier failed to show up for the scheduled return pickup window for the second consecutive time.,3,6,3,0
I cancelled my annual plan within the 14 day guarantee period but only received a partial refund.,Invoices,Finance,Wrong GSTIN Number,P4,Negative,i cancelled my annual plan within the 14 day guarantee period but only received a partial refund.,1,9,3,0
Unable to generate downloadable PDF tax invoices for the past quarter from the billing portal.,Payments,Finance,Card Declined,P1,Negative,unable to generate downloadable pdf tax invoices for the past quarter from the billing portal.,1,13,0,0
I want to transfer ownership of our corporate workspace to a different administrator email.,Account Management,Customer Support,Account Deletion,P2,Negative,i want to transfer ownership of our corporate workspace to a different administrator email.,0,1,1,0
Someone attempted multiple password resets on my executive account within the past hour.,Policy Violation,Security,Unauthorized Tool Usage,P1,Negative,someone attempted multiple password resets on my executive account within the past hour.,4,15,0,0
URGENT: I received a login notification from an unrecognized IP address in Moscow while I was offline.,Phishing,Security,Credential Harvesting,P2,Negative,urgent i received a login notification from an unrecognized ip address in moscow while i was offline.,4,14,1,0
Payment of $169.00 via payment gateway timed out but money was debited from my account.,Refunds,Finance,Late Cancellation Refund,P1,Negative,payment of currency_amount via payment gateway timed out but money was debited from my account.,1,16,0,0
Please cancel my premium membership immediately and confirm that auto-renew is disabled.,Account Management,Customer Support,Verification,P3,Neutral,please cancel my premium membership immediately and confirm that auto-renew is disabled.,0,1,2,1
Session tokens do not seem to invalidate after changing my master password.,Data Exposure,Security,Public S3 Bucket,P1,Negative,session tokens do not seem to invalidate after changing my master password.,4,5,0,0
Payment of $1620.00 via payment gateway timed out but money was debited from my account.,Payments,Finance,Gateway Timeout,P2,Positive,payment of currency_amount via payment gateway timed out but money was debited from my account.,1,13,1,2
The shipping box arrived completely crushed and the fragile electronics inside were cracked and broken.,Missing Items,Logistics,Empty Box Received,P3,Negative,the shipping box arrived completely crushed and the fragile electronics inside were cracked and broken.,3,10,2,0
A suspicious email with a macro-enabled macro document attachment was sent to our finance department.,Unauthorized Access,Security,Unrecognized IP Address,P1,Negative,a suspicious email with a macro-enabled macro document attachment was sent to our finance department.,4,19,0,0
The shipping box arrived completely crushed and the fragile electronics inside were cracked and broken.,Damaged Package,Logistics,Defective Unit Inside,P3,Negative,the shipping box arrived completely crushed and the fragile electronics inside were cracked and broken.,3,4,2,0
Security vulnerability noticed: login endpoint does not enforce rate limiting on failed attempts.,Phishing,Security,Credential Harvesting,P2,Negative,security vulnerability noticed login endpoint does not enforce rate limiting on failed attempts.,4,14,1,0
The desktop client hangs indefinitely when exporting reports larger than 50MB.,Hardware,IT,Keyboard Malfunction,P1,Negative,the desktop client hangs indefinitely when exporting reports larger than 50mb.,2,8,0,0
External monitors connected through the USB-C dock randomly flicker black every few seconds.,Access & Permissions,IT,MFA Token Reset,P1,Neutral,external monitors connected through the usb-c dock randomly flicker black every few seconds.,2,0,0,1
The shipping box arrived completely crushed and the fragile electronics inside were cracked and broken.,Delivery Delay,Logistics,Courier Exception,P3,Negative,the shipping box arrived completely crushed and the fragile electronics inside were cracked and broken.,3,6,2,0
I cannot complete account verification because your SMS OTP service does not support my regional carrier.,Account Management,Customer Support,Email Change Request,P2,Negative,i cannot complete account verification because your sms otp service does not support my regional carrier.,0,1,1,0
URGENT: I received a login notification from an unrecognized IP address in Moscow while I was offline.,Policy Violation,Security,Unauthorized Tool Usage,P2,Negative,urgent i received a login notification from an unrecognized ip address in moscow while i was offline.,4,15,1,0
Security vulnerability noticed: login endpoint does not enforce rate limiting on failed attempts.,Policy Violation,Security,Unauthorized Tool Usage,P2,Negative,security vulnerability noticed login endpoint does not enforce rate limiting on failed attempts.,4,15,1,0
I was charged twice for transaction TXN989079 on my credit card. The amount was $1250.00 and both debits cleared my bank account.,Payments,Finance,Gateway Timeout,P1,Negative,i was charged twice for transaction transaction_id on my credit card. the amount was currency_amount and both debits cleared my bank account.,1,13,0,0
The internal portal keeps crashing with fatal error code 0x8841 whenever I submit the daily batch job.,Network & Connectivity,IT,Firewall Block,P2,Negative,the internal portal keeps crashing with fatal error code 0x8841 whenever i submit the daily batch job.,2,11,1,0
Someone attempted multiple password resets on my executive account within the past hour.,Unauthorized Access,Security,Unrecognized IP Address,P2,Negative,someone attempted multiple password resets on my executive account within the past hour.,4,19,1,0
I have been trying to update my primary business email address for three days but verification emails never arrive.,Account Management,Customer Support,Verification,P1,Neutral,i have been trying to update my primary business email address for three days but verification emails never arrive.,0,1,0,1
Tracking number ORD-79444 shows package in transit for 14 days with zero updates from the courier.,Returns & Pickup,Logistics,Warehouse Receipt Delay,P2,Neutral,tracking number order_id shows package in transit for 14 days with zero updates from the courier.,3,17,1,1
Someone attempted multiple password resets on my executive account within the past hour.,Data Exposure,Security,PII Leakage,P1,Negative,someone attempted multiple password resets on my executive account within the past hour.,4,5,0,0
A suspicious email with a macro-enabled macro document attachment was sent to our finance department.,Unauthorized Access,Security,Unrecognized IP Address,P1,Negative,a suspicious email with a macro-enabled macro document attachment was sent to our finance department.,4,19,0,0
The invoice for company purchase ORD-73464 has the wrong corporate GSTIN number and incorrect billing address.,Payments,Finance,Card Declined,P3,Negative,the invoice for company purchase order_id has the wrong corporate gstin number and incorrect billing address.,1,13,2,0
The onboarding documentation has broken links and outdated code examples that do not work with the latest SDK.,General Inquiry,Customer Support,Feedback Submission,P3,Neutral,the onboarding documentation has broken links and outdated code examples that do not work with the latest sdk.,0,7,2,1
"Corporate VPN keeps dropping every 10 minutes, disconnecting all active SSH sessions to production servers.",Hardware,IT,Keyboard Malfunction,P2,Negative,"corporate vpn keeps dropping every 10 minutes, disconnecting all active ssh sessions to production servers.",2,8,1,0
My MFA token has become desynchronized and I am completely locked out of the single sign-on system.,Access & Permissions,IT,Password Expiry,P3,Neutral,my mfa token has become desynchronized and i am completely locked out of the single sign-on system.,2,0,2,1
I want to transfer ownership of our corporate workspace to a different administrator email.,Onboarding,Customer Support,API Key Provisioning,P4,Negative,i want to transfer ownership of our corporate workspace to a different administrator email.,0,12,3,0
Received completely wrong model of network switch instead of the enterprise router ordered.,Returns & Pickup,Logistics,Courier Pickup Missed,P3,Negative,received completely wrong model of network switch instead of the enterprise router ordered.,3,17,2,0
Security vulnerability noticed: login endpoint does not enforce rate limiting on failed attempts.,Policy Violation,Security,Unauthorized Tool Usage,P2,Negative,security vulnerability noticed login endpoint does not enforce rate limiting on failed attempts.,4,15,1,0
I requested account deletion under GDPR regulations two weeks ago but my account is still active.,Account Management,Customer Support,Email Change Request,P2,Negative,i requested account deletion under gdpr regulations two weeks ago but my account is still active.,0,1,1,0
Credit card transaction failed with error ERR_PAY_901 but amount was deducted immediately.,Payments,Finance,Failed UPI Transaction,P3,Negative,credit card transaction failed with error err_pay_901 but amount was deducted immediately.,1,13,2,0
The internal portal keeps crashing with fatal error code 0x8841 whenever I submit the daily batch job.,Hardware,IT,Docking Station,P4,Negative,the internal portal keeps crashing with fatal error code 0x8841 whenever i submit the daily batch job.,2,8,3,0
I cancelled my annual plan within the 14 day guarantee period but only received a partial refund.,Refunds,Finance,Double Charge Return,P1,Negative,i cancelled my annual plan within the 14 day guarantee period but only received a partial refund.,1,16,0,0
The desktop client hangs indefinitely when exporting reports larger than 50MB.,Network & Connectivity,IT,DNS Resolution Error,P4,Negative,the desktop client hangs indefinitely when exporting reports larger than 50mb.,2,11,3,0
External monitors connected through the USB-C dock randomly flicker black every few seconds.,Network & Connectivity,IT,DNS Resolution Error,P3,Positive,external monitors connected through the usb-c dock randomly flicker black every few seconds.,2,11,2,2
Why am I being billed $2226.00 every month when I downgraded to the free tier?,Invoices,Finance,Address Correction,P4,Neutral,why am i being billed currency_amount every month when i downgraded to the free tier?,1,9,3,1
External monitors connected through the USB-C dock randomly flicker black every few seconds.,Hardware,IT,Laptop Battery Failure,P1,Positive,external monitors connected through the usb-c dock randomly flicker black every few seconds.,2,8,0,2
Urgent replacement needed: the received industrial sensors are dead on arrival.,Delivery Delay,Logistics,Weather Delay,P3,Negative,urgent replacement needed the received industrial sensors are dead on arrival.,3,6,2,0
I have been trying to update my primary business email address for three days but verification emails never arrive.,General Inquiry,Customer Support,Documentation Query,P4,Neutral,i have been trying to update my primary business email address for three days but verification emails never arrive.,0,7,3,1
I cancelled my annual plan within the 14 day guarantee period but only received a partial refund.,Invoices,Finance,Wrong GSTIN Number,P2,Neutral,i cancelled my annual plan within the 14 day guarantee period but only received a partial refund.,1,9,1,1
SSO authentication enters an infinite redirect loop in Chrome and Edge browsers.,Access & Permissions,IT,Password Expiry,P3,Negative,sso authentication enters an infinite redirect loop in chrome and edge browsers.,2,0,2,0
The shipping box arrived completely crushed and the fragile electronics inside were cracked and broken.,Delivery Delay,Logistics,Shipment Stuck In Transit,P2,Negative,the shipping box arrived completely crushed and the fragile electronics inside were cracked and broken.,3,6,1,0
Session tokens do not seem to invalidate after changing my master password.,Policy Violation,Security,Data Exfiltration Risk,P1,Negative,session tokens do not seem to invalidate after changing my master password.,4,15,0,0
My refund for order ORD-97294 of $868.00 has not been credited even though customer support confirmed 7 days ago.,Payments,Finance,Pending Verification,P4,Neutral,my refund for order order_id of currency_amount has not been credited even though customer support confirmed 7 days ago.,1,13,3,1
There is an unexpected recurring billing charge of $1498.00 on my statement that I did not authorize.,Refunds,Finance,Partial Refund Dispute,P1,Negative,there is an unexpected recurring billing charge of currency_amount on my statement that i did not authorize.,1,16,0,0
Need guidance on how to invite additional team members and manage role-based seat allocation.,Onboarding,Customer Support,Initial Sync,P1,Negative,need guidance on how to invite additional team members and manage role-based seat allocation.,0,12,0,0
Potential data exposure: diagnostic log files contain unmasked user credit card and phone numbers.,Data Exposure,Security,Public S3 Bucket,P1,Negative,potential data exposure diagnostic log files contain unmasked user credit card and phone numbers.,4,5,0,0
There is an unexpected recurring billing charge of $1527.00 on my statement that I did not authorize.,Billing,Finance,Subscription Overcharge,P2,Neutral,there is an unexpected recurring billing charge of currency_amount on my statement that i did not authorize.,1,2,1,1
Payment of $2483.00 via payment gateway timed out but money was debited from my account.,Billing,Finance,Unexpected Fee,P4,Negative,payment of currency_amount via payment gateway timed out but money was debited from my account.,1,2,3,0
URGENT: I received a login notification from an unrecognized IP address in Moscow while I was offline.,Data Exposure,Security,Sensitive Token in Logs,P2,Negative,urgent i received a login notification from an unrecognized ip address in moscow while i was offline.,4,5,1,0
Potential data exposure: diagnostic log files contain unmasked user credit card and phone numbers.,Data Exposure,Security,PII Leakage,P1,Negative,potential data exposure diagnostic log files contain unmasked user credit card and phone numbers.,4,5,0,0
Ordered a 5-pack of commercial barcode scanners but the parcel only contained 2 units.,Returns & Pickup,Logistics,Courier Pickup Missed,P1,Neutral,ordered a 5-pack of commercial barcode scanners but the parcel only contained 2 units.,3,17,0,1
Delivery driver refused to deliver to the 4th floor loading bay despite enterprise delivery instructions.,Missing Items,Logistics,Empty Box Received,P2,Positive,delivery driver refused to deliver to the 4th floor loading bay despite enterprise delivery instructions.,3,10,1,2
Ordered a 5-pack of commercial barcode scanners but the parcel only contained 2 units.,Damaged Package,Logistics,Defective Unit Inside,P3,Neutral,ordered a 5-pack of commercial barcode scanners but the parcel only contained 2 units.,3,4,2,1
Security vulnerability noticed: login endpoint does not enforce rate limiting on failed attempts.,Policy Violation,Security,Unauthorized Tool Usage,P1,Negative,security vulnerability noticed login endpoint does not enforce rate limiting on failed attempts.,4,15,0,0
Bank statement shows duplicate processing fee charges of $727.00 for order ORD-84732.,Refunds,Finance,Refund Not Credited,P4,Neutral,bank statement shows duplicate processing fee charges of currency_amount for order order_id.,1,16,3,1
Session tokens do not seem to invalidate after changing my master password.,Phishing,Security,Suspicious Email Campaign,P1,Negative,session tokens do not seem to invalidate after changing my master password.,4,14,0,0
Bank statement shows duplicate processing fee charges of $365.00 for order ORD-34551.,Refunds,Finance,Partial Refund Dispute,P3,Negative,bank statement shows duplicate processing fee charges of currency_amount for order order_id.,1,16,2,0
The shipping box arrived completely crushed and the fragile electronics inside were cracked and broken.,Returns & Pickup,Logistics,Courier Pickup Missed,P3,Negative,the shipping box arrived completely crushed and the fragile electronics inside were cracked and broken.,3,17,2,0
Delivery driver refused to deliver to the 4th floor loading bay despite enterprise delivery instructions.,Delivery Delay,Logistics,Courier Exception,P3,Negative,delivery driver refused to deliver to the 4th floor loading bay despite enterprise delivery instructions.,3,6,2,0
Please cancel my premium membership immediately and confirm that auto-renew is disabled.,Onboarding,Customer Support,Setup Guide Incomplete,P2,Neutral,please cancel my premium membership immediately and confirm that auto-renew is disabled.,0,12,1,1
Package was marked as delivered on the tracking portal but no package was left at our reception desk.,Damaged Package,Logistics,Defective Unit Inside,P2,Negative,package was marked as delivered on the tracking portal but no package was left at our reception desk.,3,4,1,0
Session tokens do not seem to invalidate after changing my master password.,Policy Violation,Security,Data Exfiltration Risk,P1,Negative,session tokens do not seem to invalidate after changing my master password.,4,15,0,0
Account takeover alert: user reported unexpected password change notification and lock-out.,Data Exposure,Security,Public S3 Bucket,P2,Negative,account takeover alert user reported unexpected password change notification and lock-out.,4,5,1,0
No response received on my initial inquiry submitted over 96 hours ago.,Cancellation,Customer Support,Auto-Renew Disable,P1,Negative,no response received on my initial inquiry submitted over 96 hours ago.,0,3,0,0
